Gene_Name	EC18	EC19	EC38	EC54	EC63	EC64	EC65	EC7	EU18	EU19	EU38	EU54	EU63	EU64	EU65	EU7
ENSG00000231128	41	4	14	38	14	8	25	19	3	8	7	3	8	1	17	3
ENSG00000254150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197818	444	316	394	360	429	375	383	508	784	737	892	519	482	684	580	677
ENSG00000197815	35	27	15	25	50	45	21	60	28	47	36	41	29	54	6	48
ENSG00000231121	0	10	6	4	4	25	3	1	2	2	2	1	3	2	0	1
ENSG00000121988	257	375	367	307	360	438	224	351	265	191	334	362	244	211	221	382
ENSG00000121989	469	346	300	574	350	348	269	337	270	213	276	286	227	282	213	311
ENSG00000231124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231125	9	13	12	13	16	12	3	13	15	21	13	19	12	22	9	19
ENSG00000197813	474	110	182	416	278	207	422	276	63	58	47	84	119	71	71	38
ENSG00000270839	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000165689	551	470	573	590	621	523	565	626	822	609	917	731	662	799	441	771
ENSG00000165688	546	673	766	613	585	634	542	750	1219	836	1200	1300	824	995	783	1060
ENSG00000270838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165685	94	4	14	64	18	15	154	54	0	1	4	2	5	3	3	1
ENSG00000165684	385	304	402	364	403	406	243	406	637	426	657	670	457	601	480	643
ENSG00000165682	26	2	7	27	14	2	12	4	7	1	6	4	28	2	4	1
ENSG00000197927	137	87	140	149	135	72	92	119	70	51	60	61	27	41	30	61
ENSG00000127124	471	174	156	242	253	213	417	205	200	91	181	279	340	187	150	154
ENSG00000127125	969	1120	1487	1035	892	884	804	1284	1440	1130	1483	927	963	1281	1344	1432
ENSG00000199552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127129	0	0	6	0	2	0	0	3	2	0	0	706	1	10	0	5
ENSG00000230835	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230834	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000239719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164379	1	0	39	3	23	0	1	22	82	45	90	27	8	45	262	13
ENSG00000230831	0	0	8	2	0	0	0	6	0	0	0	0	0	0	0	0
ENSG00000230830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000230832	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0
ENSG00000239713	858	531	669	727	370	828	678	669	655	620	792	581	1379	405	1382	344
ENSG00000203883	218	192	169	85	283	222	182	160	196	108	84	99	132	136	219	50
ENSG00000203880	1195	1817	1422	1760	1500	2348	1175	1519	1379	1361	1606	1473	1018	1276	1462	1310
ENSG00000239710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203886	1	4	5	2	1	6	4	7	2	1	0	2	0	1	0	3
ENSG00000230838	185	16	91	249	98	18	92	45	0	1	0	15	1	0	0	3
ENSG00000239715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164080	486	435	559	395	466	681	413	561	1411	1413	1555	799	806	1125	1069	677
ENSG00000164081	978	1006	1131	971	918	1152	849	1066	1625	1092	1561	989	991	1418	1425	1456
ENSG00000126457	1371	2710	2358	1550	2072	2778	1320	2470	3285	1873	3518	4971	2488	2505	2335	2845
ENSG00000126456	1408	938	983	1006	1158	1020	999	1488	1321	993	1234	1462	1047	1064	897	1610
ENSG00000126453	565	477	563	453	507	557	398	623	712	470	550	886	517	526	425	835
ENSG00000164087	46	34	48	22	47	27	24	43	67	54	70	357	73	85	70	259
ENSG00000164088	1051	618	691	789	673	795	726	737	479	438	1458	423	378	1233	365	479
ENSG00000164089	0	35	14	4	3	1	2	12	0	0	2	70	0	0	0	1
ENSG00000126458	1403	1039	1168	1078	1065	995	895	1160	1489	1075	979	629	1132	967	1134	462
ENSG00000109332	4707	4849	5817	5203	4514	5468	4523	5642	6895	5355	7182	5686	4555	5371	7212	6020
ENSG00000165973	0	5	0	6	1	0	0	0	5	3	0	10	0	3	7	2
ENSG00000165972	3	7	4	7	1	2	4	5	0	7	3	6	0	0	0	0
ENSG00000165970	3	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000234683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171551	15	9121	2069	283	1051	712	134	2158	16	2	6	109	3	1	16	9
ENSG00000171552	1404	1100	1578	1449	1344	1227	1741	1379	2359	1739	2389	2066	2162	2295	3423	1912
ENSG00000174705	2459	2601	5992	3517	5934	5105	1992	4698	4156	1344	1914	3909	4252	5441	3068	3998
ENSG00000200288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171557	0	495	438	11	49	47	21	270	2	7	20	0	21	1	6	0
ENSG00000200287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	1	0	2	2	1	0	8	2	0	0	5	0	2	0	1
ENSG00000200283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228355	0	0	0	0	0	0	0	0	3	1	0	0	0	3	3	0
ENSG00000277304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258643	3	3	1	0	8	1	2	5	4	6	6	6	11	3	0	6
ENSG00000277302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233674	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000277300	1181	1666	1562	1507	1507	2689	1309	1294	2549	2025	2559	1643	3284	1422	5399	1139
ENSG00000228354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258645	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0
ENSG00000165029	2909	2403	4595	4906	3905	3225	3859	3872	1961	1138	2597	515	1451	2613	2002	1592
ENSG00000165028	116	94	63	140	72	117	115	106	67	59	62	118	47	56	86	103
ENSG00000199551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000209480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165023	2	14	46	2	7	10	4	21	98	19	71	44	179	51	67	71
ENSG00000117834	51	19	20	24	97	50	8	77	133	84	139	96	57	250	29	602
ENSG00000165025	2525	445	938	2122	970	714	2199	1116	757	626	712	966	1115	755	1061	870
ENSG00000228350	4	3	1	0	6	1	1	8	9	8	3	6	1	2	3	8
ENSG00000263081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237409	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000228353	0	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0
ENSG00000084693	2188	3016	3354	2470	3324	2336	1965	2735	2784	1868	2485	2854	2499	2269	3401	2777
ENSG00000237404	0	0	0	0	2	0	0	0	0	5	2	1	7	5	10	0
ENSG00000125409	12	34	10	15	24	12	7	16	14	15	16	31	18	3	10	41
ENSG00000237406	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
ENSG00000237401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237400	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237402	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264278	19	14	14	28	18	14	20	23	17	13	14	22	11	11	13	22
ENSG00000259558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153914	2110	2115	1999	1856	2092	2115	1614	2342	3001	2645	3385	3371	2290	3122	1916	3687
ENSG00000115091	6295	5907	6867	6214	5454	4581	5551	5970	6428	4473	6551	5920	6308	5027	6564	4841
ENSG00000120471	2	0	1	0	1	0	2	3	5	3	7	25	9	6	10	26
ENSG00000259557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000178700	276	393	385	354	292	530	277	362	278	208	282	237	264	274	233	432
ENSG00000281744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263368	2	0	2	1	1	0	0	1	4	3	10	1	2	18	11	20
ENSG00000281741	111	30	62	141	34	46	55	67	53	36	43	53	26	62	54	84
ENSG00000259556	12	7	3	2	7	11	13	17	11	16	41	19	19	20	12	18
ENSG00000270166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270165	3	0	2	0	5	0	4	5	5	5	2	3	1	6	0	2
ENSG00000270164	138	47	67	166	150	36	204	138	270	112	91	621	91	288	57	247
ENSG00000264274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281749	0	0	2	0	0	1	0	0	0	1	1	1	1	1	0	1
ENSG00000270160	1	0	0	1	1	0	0	0	1	2	2	1	3	0	2	0
ENSG00000201361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198590	7	2	3	5	4	10	7	8	16	10	22	32	11	11	7	18
ENSG00000201363	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000264275	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000201365	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000201364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198597	0	1	2	0	0	0	2	4	6	10	0	70	0	1	1	33
ENSG00000198598	203	479	339	105	188	433	122	417	269	96	147	230	200	176	178	227
ENSG00000270823	36	280	278	151	237	194	35	172	106	104	157	1259	304	154	372	243
ENSG00000239602	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	2
ENSG00000275158	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0
ENSG00000264270	0	0	0	0	0	0	0	1	0	2	2	2	2	0	0	0
ENSG00000122188	125	55	47	197	67	64	210	246	13	15	11	9	21	13	18	10
ENSG00000264271	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000122180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010610	6804	1542	2611	5756	2924	2248	5091	2956	756	598	688	743	1003	1088	418	865
ENSG00000202237	1	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0
ENSG00000123584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203739	22	6	10	23	17	5	12	15	7	6	11	10	5	8	6	20
ENSG00000203734	13	9	4	10	10	18	12	10	14	22	18	55	30	26	39	54
ENSG00000203737	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
ENSG00000203730	0	0	0	0	1	3	1	0	1	0	0	1	0	3	0	2
ENSG00000203733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207739	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000200508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280432	0	2	0	0	0	0	0	0	0	1	0	3	0	1	0	4
ENSG00000280433	83	60	60	68	57	58	62	54	189	158	154	63	119	114	203	64
ENSG00000271218	36	23	55	36	32	47	25	31	110	116	420	115	50	939	97	535
ENSG00000271219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007062	32	99	432	798	557	19	108	318	1665	817	553	896	1435	180	4114	225
ENSG00000200503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200506	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000207735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207736	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
ENSG00000207737	1	0	2	1	2	0	0	0	0	1	2	0	0	0	0	1
ENSG00000212446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277681	4	1	0	0	4	0	2	3	0	1	4	7	6	9	1	4
ENSG00000277687	30	21	7	5	18	10	13	16	14	9	26	30	19	21	14	19
ENSG00000116748	7	5	5	45	5	9	25	53	0	0	0	1	0	0	0	1
ENSG00000277684	2	3	3	6	2	1	3	0	2	3	0	2	0	4	3	2
ENSG00000116747	864	944	1084	860	901	1281	797	969	1074	749	969	1071	725	827	1132	1133
ENSG00000277689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116745	6	31	4	3	2	7	2	0	1	0	1	14	0	0	0	0
ENSG00000116741	3371	963	4858	2492	3335	756	3021	2883	479	311	614	879	859	147	417	324
ENSG00000213820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145248	1	2	3	2	2	3	0	5	2	1	0	9	0	2	1	6
ENSG00000145242	0	33	15	79	5	32	1	14	60	41	32	85	7	31	69	74
ENSG00000145241	596	543	650	834	620	852	467	642	558	401	635	777	449	557	389	737
ENSG00000145247	246	293	557	291	294	174	205	443	777	532	647	941	347	1663	939	1170
ENSG00000145246	1140	915	1310	1599	1161	1187	896	1162	750	485	779	965	758	594	598	791
ENSG00000145244	921	48	255	165	214	577	134	197	72	36	42	14	27	42	20	476
ENSG00000243669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243663	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0
ENSG00000243660	86	129	114	88	97	124	48	89	137	103	145	213	86	158	141	174
ENSG00000243661	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000243667	101	74	104	67	68	74	81	92	91	47	91	74	58	81	52	115
ENSG00000243664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167711	177	263	225	180	140	206	209	149	324	62	246	25	89	249	17	66
ENSG00000159267	493	388	507	521	565	383	284	446	815	481	718	816	648	724	455	698
ENSG00000260578	5	14	12	8	20	9	7	16	12	9	7	20	9	13	4	14
ENSG00000159261	21	10	11	24	20	3	11	26	4	9	1	14	8	1	11	0
ENSG00000159263	18	24	22	19	38	28	13	40	40	17	20	20	23	47	15	30
ENSG00000162650	133	237	143	135	173	174	154	198	196	155	212	275	143	170	116	170
ENSG00000162654	926	1553	730	1333	737	1967	1421	928	400	545	455	950	301	430	455	345
ENSG00000232381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232386	6	6	5	8	6	4	5	16	6	8	10	5	12	13	0	57
ENSG00000232389	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232388	33	48	65	46	44	48	33	56	43	42	63	37	40	28	92	48
ENSG00000266251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069206	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000277433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123360	793	820	728	363	684	1026	399	845	12	23	32	37	52	13	24	13
ENSG00000123364	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146067	1065	683	492	526	767	887	625	859	1037	976	1122	877	670	1127	717	925
ENSG00000230839	0	2	1	4	7	0	1	0	0	1	0	1	0	0	0	0
ENSG00000228033	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000239716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000063176	428	450	430	510	414	740	304	489	639	370	479	515	493	686	425	802
ENSG00000063177	9659	21609	14687	13916	12708	26870	10874	17050	20800	10403	14923	16989	12518	11878	14288	16014
ENSG00000197106	53	7	20	15	28	13	20	12	73	77	28	16	115	11	24	8
ENSG00000207797	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2
ENSG00000236864	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000236866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236867	4	0	0	0	1	1	1	2	0	11	4	2	3	2	0	3
ENSG00000236860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236861	15	13	11	14	14	19	7	25	6	10	10	16	15	15	9	25
ENSG00000236862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151458	1090	2371	1715	1434	1780	2451	1395	989	693	402	675	1158	525	522	892	1085
ENSG00000269014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000139629	507	145	338	345	172	120	465	256	119	59	90	158	146	81	107	211
ENSG00000242135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164082	34	24	16	6	14	15	27	21	32	32	8	39	13	16	41	14
ENSG00000242137	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000242136	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	1
ENSG00000252228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252223	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000252224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252225	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000266397	2	3	3	2	0	0	3	1	0	2	2	3	0	1	0	1
ENSG00000266396	8	13	9	5	13	12	7	6	13	8	15	4	5	9	8	20
ENSG00000188439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164086	644	325	620	575	738	640	563	651	661	371	494	1546	654	449	280	432
ENSG00000184761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180221	1	1	0	0	2	0	0	0	0	0	1	1	0	2	0	0
ENSG00000271876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180228	685	907	898	637	789	828	503	839	1071	685	1085	1253	830	862	922	995
ENSG00000180229	211	1065	406	203	225	219	239	810	177	773	515	352	185	186	177	482
ENSG00000271874	5	1	2	4	1	2	4	1	2	1	3	1	5	2	1	0
ENSG00000107984	118	542	2038	41	225	116	14	242	13704	4218	5361	130	2359	5108	2971	239
ENSG00000150722	2	1	2	5	3	1	1	4	8	1	1	9	9	6	12	13
ENSG00000157111	6	6	8	5	3	1	6	6	8	4	2	0	8	1	4	0
ENSG00000212199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257766	3	5	1	4	3	32	0	0	0	1	0	3	0	0	3	1
ENSG00000257767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257764	10013	1416	2620	11240	3083	945	14603	4006	264	227	147	134	202	86	130	61
ENSG00000212195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157119	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0
ENSG00000212190	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000133773	430	530	567	573	468	655	461	577	595	439	669	609	364	434	489	533
ENSG00000281441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183751	466	485	651	530	468	691	447	536	987	600	795	820	628	806	672	730
ENSG00000091436	2046	3834	3174	2176	2670	6726	2002	3115	2946	1506	2698	4782	1872	3242	1998	4080
ENSG00000205643	221	254	226	230	220	306	201	214	220	129	212	165	161	180	160	229
ENSG00000106588	78	99	91	83	111	54	52	113	92	106	81	131	76	83	43	95
ENSG00000205644	2	0	0	1	0	0	0	1	0	1	0	6	0	0	0	0
ENSG00000145794	17	25	69	32	42	43	7	28	16	22	97	52	12	1805	16	246
ENSG00000205649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159840	5609	6570	5845	5253	5997	6192	3872	5815	10751	4673	8639	10206	7644	8126	9316	3494
ENSG00000159842	2403	1371	2288	2529	2417	2510	2378	2392	1766	1092	1385	1464	1570	1431	1639	1314
ENSG00000114054	685	893	931	669	725	1039	692	808	1257	779	1195	1182	853	1097	943	1121
ENSG00000280204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280207	0	0	0	2	0	2	0	0	0	0	6	1	1	6	0	6
ENSG00000004455	1629	1871	2025	1749	1524	1746	1546	2005	2202	1698	2770	2642	1824	2174	1822	2402
ENSG00000156398	166	178	147	67	164	165	83	125	360	203	344	872	234	218	171	267
ENSG00000153147	2087	2477	3205	2659	2378	2882	2165	2866	3021	2111	2995	4131	2354	2522	3119	3267
ENSG00000168067	496	365	378	422	333	453	363	462	359	330	283	471	323	403	304	398
ENSG00000168065	7	14	5	4	3	0	3	50	7	5	4	4	7	3	3	3
ENSG00000168062	97	134	120	97	111	108	64	144	78	75	79	30	53	37	14	34
ENSG00000168060	201	278	328	301	269	370	176	333	156	65	103	127	99	57	74	136
ENSG00000153140	203	356	296	273	228	289	211	293	284	208	335	333	266	246	186	474
ENSG00000180198	423	699	1051	746	657	627	411	939	1317	940	1484	1526	638	879	891	1296
ENSG00000180190	112	304	220	78	187	261	140	229	213	138	164	359	133	152	177	284
ENSG00000250162	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253683	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2
ENSG00000253682	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253686	3	1	0	1	15	4	22	45	2	4	2	1	3	1	7	0
ENSG00000232183	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154734	1594	2695	4660	1066	2924	4360	1316	2871	5885	4266	4681	3593	5832	6665	3113	1122
ENSG00000263944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154736	424	2258	1391	1138	432	3185	419	392	1275	936	2313	683	650	1505	4902	484
ENSG00000249628	22	0	1	1	6	12	12	2	1	1	0	2	5	2	5	2
ENSG00000113716	1130	944	1480	1608	1530	1149	1000	1449	1577	1095	1934	2075	1374	2285	1519	1594
ENSG00000065911	802	534	1009	650	902	1090	703	840	3665	1793	3516	1236	1415	1991	933	1270
ENSG00000185013	0	1	0	1	1	2	2	2	1	1	3	0	0	1	0	0
ENSG00000185010	622	1006	846	593	808	1319	923	1385	291	217	298	353	200	191	295	302
ENSG00000249620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249621	0	0	0	0	1	0	0	1	2	0	7	16	6	2	4	10
ENSG00000249623	0	0	0	0	0	0	0	0	0	1	1	4	1	0	0	0
ENSG00000249624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112062	1134	1234	1802	1518	1479	1222	1237	1382	1843	1841	2797	1359	1180	1741	1884	1394
ENSG00000249626	22	29	33	9	29	22	9	41	76	42	58	89	26	98	28	110
ENSG00000185019	167	200	207	237	185	277	131	179	240	159	253	229	172	240	170	322
ENSG00000271047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101265	3413	3827	2735	3784	2594	2868	2526	2581	1259	447	429	3427	663	754	527	4676
ENSG00000101266	1453	2032	2343	2261	1758	2488	1542	2087	2621	1897	2992	2936	1844	2361	2412	2474
ENSG00000156642	2708	3719	3574	2416	3248	4199	2134	2702	2431	1543	2051	2440	2106	2924	2500	3126
ENSG00000122965	615	654	679	758	599	700	556	689	775	576	835	1023	669	822	566	830
ENSG00000122966	164	94	128	105	176	113	85	74	418	421	301	1325	402	184	349	928
ENSG00000143797	480	773	870	698	674	843	351	921	485	288	422	577	317	589	194	550
ENSG00000102007	1877	1785	1557	1591	1613	1615	1652	1808	2156	1850	1538	1802	1228	1455	1276	1543
ENSG00000143793	240	272	221	182	274	398	228	284	375	316	351	271	244	308	329	412
ENSG00000102001	40	2	0	19	4	5	7	11	14	15	2	10	7	10	3	21
ENSG00000102003	69	31	32	26	25	91	36	36	54	33	18	43	18	35	19	36
ENSG00000058262	5282	7158	11047	6657	7303	5247	5345	8470	13157	10773	14646	13010	11359	10112	15772	11113
ENSG00000143799	2151	2309	2025	1926	1624	2371	1659	2197	3544	2360	3567	5962	2287	3193	2347	3825
ENSG00000271046	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000254309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220472	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000169919	1616	1209	1577	1604	1489	1630	1502	1596	1607	1150	1922	2911	1235	2038	1375	4431
ENSG00000169918	128	102	114	55	100	87	88	112	54	45	41	82	45	62	26	122
ENSG00000254307	153	222	253	199	179	269	176	212	244	169	202	196	146	179	176	214
ENSG00000254306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000078618	2520	2387	2942	2758	2722	2604	2330	2712	3041	2227	3533	3402	2420	3013	2251	2977
ENSG00000204511	2	3	4	0	1	2	3	4	2	1	4	1	5	24	7	3
ENSG00000204510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258819	7	9	16	5	8	20	6	25	63	31	100	12	8	69	65	32
ENSG00000204514	509	408	374	318	435	441	346	585	821	955	1045	704	491	989	486	925
